Id,Label,electrode,pattern,pattern_rank,layer,graph_label
T8-P8-1_ord_01243,T8-P8-1_ord_01243,T8-P8-1,01243,1,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_01324,T8-P8-1_ord_01324,T8-P8-1,01324,2,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_01342,T8-P8-1_ord_01342,T8-P8-1,01342,3,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_01423,T8-P8-1_ord_01423,T8-P8-1,01423,4,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_01432,T8-P8-1_ord_01432,T8-P8-1,01432,5,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_02134,T8-P8-1_ord_02134,T8-P8-1,02134,6,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_02314,T8-P8-1_ord_02314,T8-P8-1,02314,8,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_03124,T8-P8-1_ord_03124,T8-P8-1,03124,12,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_03214,T8-P8-1_ord_03214,T8-P8-1,03214,14,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_03241,T8-P8-1_ord_03241,T8-P8-1,03241,15,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_03421,T8-P8-1_ord_03421,T8-P8-1,03421,17,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_04123,T8-P8-1_ord_04123,T8-P8-1,04123,18,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_04132,T8-P8-1_ord_04132,T8-P8-1,04132,19,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_04312,T8-P8-1_ord_04312,T8-P8-1,04312,22,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_04321,T8-P8-1_ord_04321,T8-P8-1,04321,23,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_10234,T8-P8-1_ord_10234,T8-P8-1,10234,24,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_10243,T8-P8-1_ord_10243,T8-P8-1,10243,25,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_10423,T8-P8-1_ord_10423,T8-P8-1,10423,28,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_12034,T8-P8-1_ord_12034,T8-P8-1,12034,30,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_12043,T8-P8-1_ord_12043,T8-P8-1,12043,31,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_12304,T8-P8-1_ord_12304,T8-P8-1,12304,32,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_12340,T8-P8-1_ord_12340,T8-P8-1,12340,33,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_12403,T8-P8-1_ord_12403,T8-P8-1,12403,34,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_12430,T8-P8-1_ord_12430,T8-P8-1,12430,35,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_13204,T8-P8-1_ord_13204,T8-P8-1,13204,38,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_14023,T8-P8-1_ord_14023,T8-P8-1,14023,42,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_14032,T8-P8-1_ord_14032,T8-P8-1,14032,43,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_14203,T8-P8-1_ord_14203,T8-P8-1,14203,44,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_14230,T8-P8-1_ord_14230,T8-P8-1,14230,45,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_20134,T8-P8-1_ord_20134,T8-P8-1,20134,48,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_21034,T8-P8-1_ord_21034,T8-P8-1,21034,54,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_21304,T8-P8-1_ord_21304,T8-P8-1,21304,56,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_21340,T8-P8-1_ord_21340,T8-P8-1,21340,57,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_21430,T8-P8-1_ord_21430,T8-P8-1,21430,59,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_23104,T8-P8-1_ord_23104,T8-P8-1,23104,62,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_23140,T8-P8-1_ord_23140,T8-P8-1,23140,63,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_23410,T8-P8-1_ord_23410,T8-P8-1,23410,65,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_24130,T8-P8-1_ord_24130,T8-P8-1,24130,69,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_24310,T8-P8-1_ord_24310,T8-P8-1,24310,71,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_32014,T8-P8-1_ord_32014,T8-P8-1,32014,84,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_32041,T8-P8-1_ord_32041,T8-P8-1,32041,85,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_32104,T8-P8-1_ord_32104,T8-P8-1,32104,86,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_32140,T8-P8-1_ord_32140,T8-P8-1,32140,87,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_32401,T8-P8-1_ord_32401,T8-P8-1,32401,88,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_32410,T8-P8-1_ord_32410,T8-P8-1,32410,89,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_34021,T8-P8-1_ord_34021,T8-P8-1,34021,91,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_34201,T8-P8-1_ord_34201,T8-P8-1,34201,94,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_34210,T8-P8-1_ord_34210,T8-P8-1,34210,95,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_40123,T8-P8-1_ord_40123,T8-P8-1,40123,96,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_40132,T8-P8-1_ord_40132,T8-P8-1,40132,97,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_40312,T8-P8-1_ord_40312,T8-P8-1,40312,100,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_40321,T8-P8-1_ord_40321,T8-P8-1,40321,101,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_41023,T8-P8-1_ord_41023,T8-P8-1,41023,102,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_41032,T8-P8-1_ord_41032,T8-P8-1,41032,103,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_41203,T8-P8-1_ord_41203,T8-P8-1,41203,104,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_41230,T8-P8-1_ord_41230,T8-P8-1,41230,105,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_41302,T8-P8-1_ord_41302,T8-P8-1,41302,106,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_41320,T8-P8-1_ord_41320,T8-P8-1,41320,107,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_42130,T8-P8-1_ord_42130,T8-P8-1,42130,111,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_42310,T8-P8-1_ord_42310,T8-P8-1,42310,113,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_43012,T8-P8-1_ord_43012,T8-P8-1,43012,114,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_43021,T8-P8-1_ord_43021,T8-P8-1,43021,115,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_43102,T8-P8-1_ord_43102,T8-P8-1,43102,116,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_43120,T8-P8-1_ord_43120,T8-P8-1,43120,117,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_43201,T8-P8-1_ord_43201,T8-P8-1,43201,118,T8-P8-1,graph_interictal_chb01_10
T8-P8-1_ord_43210,T8-P8-1_ord_43210,T8-P8-1,43210,119,T8-P8-1,graph_interictal_chb01_10
